,idSolicitudLista,txOrganizacionPolitica,numLista,numCandidatos,txDescUbigeo,idOrganizacionPolitica,txDepartamento,txProvincia,txDistrito,idTipoEleccion,numTotalCandidatoHombre,numTotalCandidatoMujer,fgTieneAccesitario,numTotalAccesitarios,numTotalObligatorios,txTipoEleccion
66,654,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,8,BOQUERON - PADRE ABAD - UCAYALI,2278,UCAYALI,PADRE ABAD,BOQUERON,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
67,656,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,8,HUIPOCA - PADRE ABAD - UCAYALI,2278,UCAYALI,PADRE ABAD,HUIPOCA,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
68,197,"AREQUIPA, TRADICION Y FUTURO",1,8,YAUCA - CARAVELI - AREQUIPA,142,AREQUIPA,CARAVELI,YAUCA,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
69,191,"AREQUIPA, TRADICION Y FUTURO",1,8,BELLA UNION - CARAVELI - AREQUIPA,142,AREQUIPA,CARAVELI,BELLA UNION,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
70,658,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,8,CURIMANA - PADRE ABAD - UCAYALI,2278,UCAYALI,PADRE ABAD,CURIMANA,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
71,192,"AREQUIPA, TRADICION Y FUTURO",1,8,CHALA - CARAVELI - AREQUIPA,142,AREQUIPA,CARAVELI,CHALA,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
72,662,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,8,NESHUYA - PADRE ABAD - UCAYALI,2278,UCAYALI,PADRE ABAD,NESHUYA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
73,576,CONTIGO CALLAO,1,12,MI PERU - CALLAO - CALLAO,2652,CALLAO,CALLAO,MI PERU,6,5,7,SI,4,8,MUNICIPAL DISTRITAL
74,667,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,1,8,IRAZOLA - PADRE ABAD - UCAYALI,2278,UCAYALI,PADRE ABAD,IRAZOLA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
75,571,CONTIGO CALLAO,1,12,CARMEN DE LA LEGUA REYNOSO - CALLAO - CALLAO,2652,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,6,6,6,SI,4,8,MUNICIPAL DISTRITAL
76,666,CONTIGO REGION,1,16,VEINTISEIS DE OCTUBRE - PIURA - PIURA,2862,PIURA,PIURA,VEINTISEIS DE OCTUBRE,6,9,7,SI,4,12,MUNICIPAL DISTRITAL
77,574,CONTIGO CALLAO,1,8,LA PUNTA - CALLAO - CALLAO,2652,CALLAO,CALLAO,LA PUNTA,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
78,568,CONTIGO CALLAO,1,14,LA PERLA - CALLAO - CALLAO,2652,CALLAO,CALLAO,LA PERLA,6,8,6,SI,4,10,MUNICIPAL DISTRITAL
79,732,MOVIMIENTO REGIONAL AYNI,1,12,CUENCA - HUANCAVELICA - HUANCAVELICA,136,HUANCAVELICA,HUANCAVELICA,CUENCA,6,6,6,SI,6,6,MUNICIPAL DISTRITAL
80,733,MOVIMIENTO REGIONAL AYNI,1,10,SURCUBAMBA - TAYACAJA - HUANCAVELICA,136,HUANCAVELICA,TAYACAJA,SURCUBAMBA,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
81,761,FRENTE REGIONAL DE CAJAMARCA,1,10,CHUGUR - HUALGAYOC - CAJAMARCA,160,CAJAMARCA,HUALGAYOC,CHUGUR,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
82,795,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,1,6,HUANGASCAR - YAUYOS - LIMA,332,LIMA,YAUYOS,HUANGASCAR,6,3,3,NO,0,6,MUNICIPAL DISTRITAL
83,799,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,1,6,LINCHA - YAUYOS - LIMA,332,LIMA,YAUYOS,LINCHA,6,4,2,NO,0,6,MUNICIPAL DISTRITAL
84,801,UNION REGIONAL,1,11,SAN RAFAEL - BELLAVISTA - SAN MARTIN,2722,SAN MARTIN,BELLAVISTA,SAN RAFAEL,6,6,5,SI,5,6,MUNICIPAL DISTRITAL
85,861,UNION REGIONAL,1,9,PUCACACA - PICOTA - SAN MARTIN,2722,SAN MARTIN,PICOTA,PUCACACA,6,5,4,SI,3,6,MUNICIPAL DISTRITAL
86,863,UNION REGIONAL,1,14,NUEVA CAJAMARCA - RIOJA - SAN MARTIN,2722,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,6,8,6,SI,6,8,MUNICIPAL DISTRITAL
87,864,UNION REGIONAL,1,10,SHAPAJA - SAN MARTIN - SAN MARTIN,2722,SAN MARTIN,SAN MARTIN,SHAPAJA,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
88,866,UNION REGIONAL,1,11,HUIMBAYOC - SAN MARTIN - SAN MARTIN,2722,SAN MARTIN,SAN MARTIN,HUIMBAYOC,6,6,5,SI,5,6,MUNICIPAL DISTRITAL
89,869,UNION REGIONAL,1,8,SAN MARTIN - EL DORADO - SAN MARTIN,2722,SAN MARTIN,EL DORADO,SAN MARTIN,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
90,870,UNION REGIONAL,1,11,SAUCE - SAN MARTIN - SAN MARTIN,2722,SAN MARTIN,SAN MARTIN,SAUCE,6,6,5,SI,5,6,MUNICIPAL DISTRITAL
91,872,"AREQUIPA, TRADICION Y FUTURO",1,12,MARIANO MELGAR - AREQUIPA - AREQUIPA,142,AREQUIPA,AREQUIPA,MARIANO MELGAR,6,6,6,SI,2,10,MUNICIPAL DISTRITAL
92,875,UNION REGIONAL,1,8,JUAN GUERRA - SAN MARTIN - SAN MARTIN,2722,SAN MARTIN,SAN MARTIN,JUAN GUERRA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
93,879,MOVIMIENTO REGIONAL AGUA,1,8,MOLLEPAMPA - CASTROVIRREYNA - HUANCAVELICA,2681,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
94,391,"AREQUIPA, TRADICION Y FUTURO",1,10,YURA - AREQUIPA - AREQUIPA,142,AREQUIPA,AREQUIPA,YURA,6,5,5,SI,2,8,MUNICIPAL DISTRITAL
95,884,CONTIGO REGION,1,10,PACAIPAMPA - AYABACA - PIURA,2862,PIURA,AYABACA,PACAIPAMPA,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
96,887,MOVIMIENTO REGIONAL AGUA,1,10,CAPILLAS - CASTROVIRREYNA - HUANCAVELICA,2681,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
97,888,CONTIGO REGION,1,10,FRIAS - AYABACA - PIURA,2862,PIURA,AYABACA,FRIAS,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
98,893,CONTIGO REGION,1,10,SAPILLICA - AYABACA - PIURA,2862,PIURA,AYABACA,SAPILLICA,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
99,892,FRENTE REGIONAL DE CAJAMARCA,1,10,ANDABAMBA - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,ANDABAMBA,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
100,894,PARTIDO POLITICO NACIONAL PERU LIBRE,1,8,HUIPOCA - PADRE ABAD - UCAYALI,2218,UCAYALI,PADRE ABAD,HUIPOCA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
101,897,FRENTE REGIONAL DE CAJAMARCA,1,9,CHANCAYBAÑOS - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,6,5,4,SI,3,6,MUNICIPAL DISTRITAL
102,891,MOVIMIENTO REGIONAL AGUA,1,12,AURAHUA - CASTROVIRREYNA - HUANCAVELICA,2681,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,6,6,6,SI,6,6,MUNICIPAL DISTRITAL
103,896,CONTIGO REGION,1,10,SUYO - AYABACA - PIURA,2862,PIURA,AYABACA,SUYO,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
104,900,FRENTE REGIONAL DE CAJAMARCA,1,9,NINABAMBA - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,NINABAMBA,6,5,4,SI,3,6,MUNICIPAL DISTRITAL
105,904,CONTIGO REGION,1,10,JILILI - AYABACA - PIURA,2862,PIURA,AYABACA,JILILI,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
106,905,MOVIMIENTO REGIONAL AGUA,1,6,TANTARA - CASTROVIRREYNA - HUANCAVELICA,2681,HUANCAVELICA,CASTROVIRREYNA,TANTARA,6,3,3,NO,0,6,MUNICIPAL DISTRITAL
107,911,CONTIGO REGION,1,10,SICCHEZ - AYABACA - PIURA,2862,PIURA,AYABACA,SICCHEZ,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
108,161,MOVIMIENTO REGIONAL SOMOS CALLAO,1,16,VENTANILLA - CALLAO - CALLAO,2896,CALLAO,CALLAO,VENTANILLA,6,8,8,SI,2,14,MUNICIPAL DISTRITAL
109,908,FRENTE REGIONAL DE CAJAMARCA,1,8,PULAN - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,PULAN,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
110,902,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,1,10,HUAMANCACA CHICO - CHUPACA - JUNIN,2680,JUNIN,CHUPACA,HUAMANCACA CHICO,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
111,922,CONTIGO REGION,1,10,LAGUNAS - AYABACA - PIURA,2862,PIURA,AYABACA,LAGUNAS,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
112,920,PARTIDO POLITICO NACIONAL PERU LIBRE,1,6,MASISEA - CORONEL PORTILLO - UCAYALI,2218,UCAYALI,CORONEL PORTILLO,MASISEA,6,4,2,NO,0,6,MUNICIPAL DISTRITAL
113,921,FRENTE REGIONAL DE CAJAMARCA,1,8,SAUCEPAMPA - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
114,917,CONTIGO REGION,1,9,MONTERO - AYABACA - PIURA,2862,PIURA,AYABACA,MONTERO,6,5,4,SI,3,6,MUNICIPAL DISTRITAL
115,174,MOVIMIENTO REGIONAL SOMOS CALLAO,1,8,MI PERU - CALLAO - CALLAO,2896,CALLAO,CALLAO,MI PERU,6,5,3,NO,0,8,MUNICIPAL DISTRITAL
116,927,FRENTE REGIONAL DE CAJAMARCA,1,8,SEXI - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,SEXI,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
117,928,MOVIMIENTO REGIONAL AGUA,1,9,HUACHOS - CASTROVIRREYNA - HUANCAVELICA,2681,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,6,4,5,SI,3,6,MUNICIPAL DISTRITAL
118,934,FRENTE REGIONAL DE CAJAMARCA,1,9,UTICYACU - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,UTICYACU,6,5,4,SI,3,6,MUNICIPAL DISTRITAL
119,901,"AREQUIPA, TRADICION Y FUTURO",1,10,YANAHUARA - AREQUIPA - AREQUIPA,142,AREQUIPA,AREQUIPA,YANAHUARA,6,6,4,SI,2,8,MUNICIPAL DISTRITAL
120,938,FRENTE REGIONAL DE CAJAMARCA,1,10,YAUYUCAN - SANTA CRUZ - CAJAMARCA,160,CAJAMARCA,SANTA CRUZ,YAUYUCAN,6,6,4,SI,4,6,MUNICIPAL DISTRITAL
121,939,MOVIMIENTO REGIONAL AGUA,1,8,HUAMATAMBO - CASTROVIRREYNA - HUANCAVELICA,2681,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
122,953,MOVIMIENTO REGIONAL REVALORA,1,6,MEJIA - ISLAY - AREQUIPA,2719,AREQUIPA,ISLAY,MEJIA,6,3,3,NO,0,6,MUNICIPAL DISTRITAL
123,944,CONTIGO REGION,1,17,CASTILLA - PIURA - PIURA,2862,PIURA,PIURA,CASTILLA,6,9,8,SI,5,12,MUNICIPAL DISTRITAL
124,960,MOVIMIENTO REGIONAL REVALORA,1,8,COCACHACRA - ISLAY - AREQUIPA,2719,AREQUIPA,ISLAY,COCACHACRA,6,4,4,SI,2,6,MUNICIPAL DISTRITAL
125,963,FRENTE REGIONAL DE CAJAMARCA,1,9,SAN GREGORIO - SAN MIGUEL - CAJAMARCA,160,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,6,5,4,SI,3,6,MUNICIPAL DISTRITAL
126,966,UCAYALI REGION CON FUTURO,1,8,IPARIA - CORONEL PORTILLO - UCAYALI,233,UCAYALI,CORONEL PORTILLO,IPARIA,6,5,3,SI,2,6,MUNICIPAL DISTRITAL
127,950,MOVIMIENTO REGIONAL AGUA,1,10,SAN JAVIER DE ALPABAMBA - PAUCAR DEL SARA SARA - AYACUCHO,2861,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,6,5,5,SI,4,6,MUNICIPAL DISTRITAL
